geneID	gnomAD_pLI	ExAc_pLI	LOEUF	ClinGene_HI	ClinGene_TI	DDD_HI	HI_bin	TI_bin
CHST11	0.40602	0.39839	2.0			16.43%	0	1
PAK1	0.0013306	0.67097	2.0			3.16%	0	1
TKT	0.006748	0.060283	2.0			38.21%	1	1
TMTC3	4.6335e-05	0.0090521	2.0			25.62%	1	1
DCLK3	0.13686	0.43932	2.0			68.1%	1	1
NXF2B	0.71333	0.76075	2.0			91.79%	2	1
PKP1	0.00058339	0.0048024	2.0			37.19%	1	1
RPL32	0.79962	0.75558	2.0			46.72%	1	1
TMEM198	0.40662	0.061248	2.0			52.05%	1	1
GBX2	0.71347	0.56796	2.0			4.87%	0	1
TFPI	0.2477	0.025323	2.0			77.56%	1	1
TYK2	4.4963e-08	0.0043145	2.0			33.93%	1	1
ZNF205	0.032326	0.14124	2.0			82.8%	2	1
FAM199X	0.57269	0.92615	2.0			24.06%	1	1
CCPG1	0.00056126	0.96256	2.0			63.94%	1	1
SLC5A5	0.0029492	0.74001	2.0			31.16%	1	1
TAPT1	0.032078	0.56396	2.0			30.38%	1	1
CD74	0.24889	0.050058	2.0			50.67%	1	1
CPNE2	0.0013021	0.544	2.0			37.58%	1	1
MTCH2	0.031932	0.16679	2.0			13.99%	0	1
SNRPD1	0.79903	0.84705	2.0			5.3%	0	1
RBM8A	0.57268	0.96219	2.0			17.1%	0	1
BMX	0.006673	0.58386	2.0			33.78%	1	1
IGLON5	0.40274	0.82206	2.0			38.71%	1	1
PLEKHG5	3.3605e-06	4.0282e-05	2.0	30.0	0	53.41%	2	1
CLPP	0.57106	0.58794	2.0	30.0	0	37.05%	2	1
MMGT1	0.79834	0.40829	2.0			31.54%	1	1
MTMR9	0.0012631	0.21087	2.0			46.2%	1	1
GPC2	0.031538	0.3074	2.0			63.32%	1	1
ESYT2	7.7928e-06	0.008441	2.0			55.86%	1	1
PLEKHM3	0.00010037	0.76625	2.0			10.97%	0	1
CHSY3	0.0028439	0.011861	2.0			55.12%	1	1
MARCH4	0.13283	0.016258	2.0			21.15%	1	1
HMGB3	0.79758	0.77046	2.0			36.49%	1	1
GPATCH2L	0.0028216	0.53907	2.0			28.84%	1	1
CDH23	3.1819e-06	0.050693	2.0	30.0	Not yet evaluated	15.83%	0	1
DEK	0.13065	0.10236	2.0			4.89%	0	1
PSTPIP2	0.0028024	0.10761	2.0			40.29%	1	1
ABAT	0.0063216	0.37437	2.0	30.0	Not yet evaluated	41.04%	2	1
OVOL2	0.70889	0.4361	2.0			52.91%	1	1
TMEM47	0.79685	0.64102	2.0			26.35%	1	1
CNPY3	0.39757	0.46608	2.0			55.69%	1	1
CHN1	0.030508	0.83742	2.0			10.8%	0	1
RPL34	0.70885	0.89162	2.0			36.66%	1	1
MFF	0.065397	0.37581	2.0			17.42%	0	1
NEURL1B	0.70887	0.37054	2.0			42.45%	1	1
SYTL4	0.014122	0.024607	2.0			27.68%	1	1
IL15	0.70859	0.9172	2.0			67.41%	1	1
ARHGAP27	0.0012114	0.0012558	2.0			65.39%	1	1
DSEL	7.2945e-06	5.1609e-06	2.0			50.81%	1	1
PTPRN2	5.392e-07	0.016557	2.0			45.29%	1	1
MAP6	0.39507	0.013167	2.0			69.72%	1	1
PTPN3	6.706e-09	0.00018823	2.0			3.74%	0	1
POU2AF1	0.56553	0.75282	2.0			50.77%	1	1
RP11-101E3.5	0.70721	0.0	2.0				1	1
CHGA	0.030369	0.00014549	2.0			47.87%	1	1
CLCC1	0.0062025	0.02671	2.0			69.7%	1	1
HES1	0.7072	0.64408	2.0			11.45%	0	1
MYRIP	7.2179e-06	0.00090254	2.0			62.94%	1	1
ASCC3	1.1501e-20	1.4279e-10	2.0			8.22%	0	1
KL	0.00022444	1.9527e-05	2.0			16.22%	0	1
PABPN1	0.39216	0.59982	2.0			9.9%	0	1
ZFP28	0.00021901	2.4887e-06	2.0			89.4%	2	1
AMPH	1.7006e-05	0.032267	2.0			40.54%	1	1
SOX2	0.70662	0.3967	2.0	3.0	0	0.54%	0	1
TRAPPC11	4.5628e-10	0.00020877	2.0			26.68%	1	1
BTBD3	0.12831	0.061422	2.0			8.92%	0	1
TSSC1	0.063628	0.12103	2.0			47.76%	1	1
ITPR3	2.5541e-22	4.9754e-12	2.0			7.77%	0	1
SPOCK3	0.013583	0.49514	2.0			49.67%	1	1
MAPT	0.0060258	4.6826e-05	2.0	0.0	0	2.65%	0	1
LMO3	0.70695	0.43421	2.0			4.48%	0	1
PLK4	7.0844e-06	0.77798	2.0			23.24%	1	1
SLC24A1	9.2153e-05	0.0001272	2.0	30.0	0	79.17%	2	1
BMP7	0.12727	0.98129	2.0			0.96%	0	1
SEC63	2.0818e-07	1.2426e-05	2.0			8.89%	0	1
NUP107	2.5555e-09	1.1984e-06	2.0			12.21%	0	1
UBE2E1	0.70538	0.87296	2.0			23.65%	1	1
SNX8	0.062391	0.16517	2.0			58.05%	1	1
VGLL2	0.70547	0.86068	2.0			38.05%	1	1
GFY	0.56196	0.0	2.0				1	1
RABEP2	0.0011388	0.0027366	2.0			54.26%	1	1
FBRSL1	0.0058888	0.0	2.0			78.61%	1	1
GRK6	0.00048726	0.24884	2.0			22.91%	1	1
SNRPF	0.79498	0.73466	2.0			8.96%	0	1
BICD1	1.5724e-05	0.14479	2.0			57.71%	1	1
SMYD5	0.013063	0.10333	2.0			29.22%	1	1
ST6GAL1	0.2341	0.81444	2.0			60.07%	1	1
DTX2	0.028903	0.10676	2.0			42.62%	1	1
ANKRD13A	0.00020646	0.35062	2.0			39.94%	1	1
SRM	0.23479	0.86985	2.0			42.31%	1	1
DEF8	0.0025904	0.38999	2.0			61.75%	1	1
CRYBB2	0.38956	0.58389	2.0	1.0	0	48.55%	0	1
GPR101	0.70375	0.40351	2.0			68.06%	1	1
KDM5B	7.9102e-15	5.0942e-05	2.0	1.0	0	28%	0	1
PROS1	0.00047089	0.00020923	2.0			42.01%	1	1
EIF2AK4	1.2356e-15	8.3274e-10	2.0			34.2%	1	1
THSD4	4.8082e-07	0.0018183	2.0			44.63%	1	1
WFDC2	0.79406	0.63414	2.0			91.45%	2	1
PVRL1	0.061154	0.50316	2.0			9.15%	0	1
CEBPZ	6.5282e-06	1.7841e-05	2.0			32.84%	1	1
CACHD1	5.8276e-09	0.83804	2.0			21.49%	1	1
SH3BP4	0.0025338	0.080964	2.0			59.1%	1	1
SLC24A2	0.0057133	0.03506	2.0			21.42%	1	1
HEG1	1.8858e-07	6.9896e-06	2.0			65.66%	1	1
SASH3	0.38496	0.89138	2.0			28.12%	1	1
ABCF3	1.5114e-05	0.0040262	2.0			35.58%	1	1
C10orf76	6.2765e-06	0.05534	2.0			7.54%	0	1
C16orf62	2.2319e-09	1.2859e-05	2.0			48.53%	1	1
PPOX	0.02829	0.32833	2.0			51.11%	1	1
DNAH6	1.1201e-36	0.00022349	2.0			52.39%	1	1
KCNMB2	0.5544	0.65246	2.0			10.83%	0	1
MEX3B	0.55508	0.20103	2.0			62.71%	1	1
IL34	0.55444	0.11422	2.0			73.54%	1	1
LIN28B	0.55513	0.72196	2.0			14.45%	0	1
RCL1	0.059378	0.94808	2.0			16.35%	0	1
KCND2	0.012477	0.98046	2.0			6.5%	0	1
SLC43A2	0.0055443	0.061843	2.0			31.97%	1	1
ZSWIM4	7.9168e-05	0.1658	2.0			65.56%	1	1
CD248	0.059017	0.54182	2.0			69.34%	1	1
OPCML	0.22804	0.57816	2.0			0.92%	0	1
KCNJ8	0.37965	0.25677	2.0			30.84%	1	1
LZTFL1	0.059115	0.1941	2.0			50.25%	1	1
MLH1	3.41e-05	0.73958	2.0	3.0	0	3.18%	0	1
C15orf39	0.0054058	0.91903	2.0			81.57%	2	1
CECR6	0.69941	0.0	2.0			75.21%	1	1
CTAGE5	1.0326e-06	0.0018764	2.0			53.11%	1	1
MYH7	4.2385e-16	0.00014577	2.0	0.0	0	14.41%	0	1
GLCCI1	0.05903	0.24528	2.0			40.82%	1	1
RRP12	5.7892e-11	4.3645e-06	2.0			39.41%	1	1
NCAPH	8.0147e-05	0.032164	2.0			45.93%	1	1
DYNC2H1	1.1366e-44	2.1785e-21	2.0	30.0	Not yet evaluated	29.66%	2	1
RER1	0.37879	0.96924	2.0			52.21%	1	1
SMIM14	0.79188	0.74273	2.0			24.62%	1	1
BOC	1.7426e-07	0.0047275	2.0			58.17%	1	1
BOLL	0.058307	0.0079022	2.0			18.25%	0	1
OLA1	0.058062	0.043621	2.0			1.62%	0	1
MADD	1.5363e-14	0.00090182	2.0			26.46%	1	1
BRMS1L	0.057843	0.36828	2.0			9.74%	0	1
TUBE1	0.026894	1.2513e-05	2.0			14.86%	0	1
FOXE1	0.79203	0.0	2.0	30.0	Not yet evaluated	37.73%	2	1
TTC39C	0.00043602	0.014647	2.0			38.37%	1	1
NSRP1	0.012099	0.1048	2.0			22.62%	1	1
RGS14	0.0023174	0.023112	2.0			61.08%	1	1
PEA15	0.79212	0.69868	2.0			16.75%	0	1
ANHX	0.22619	0.0	2.0			89.23%	2	1
PIANP	0.37791	0.61951	2.0			57.83%	1	1
TGFB1I1	0.027032	0.074917	2.0			35.74%	1	1
SPOPL	0.011897	0.045447	2.0			12.91%	0	1
CD244	0.057288	0.0017472	2.0			95.98%	2	1
SGK1	0.0023046	0.98645	2.0			3.54%	0	1
ZNF518B	0.0022867	0.59154	2.0			85.44%	2	1
PCM1	3.7067e-16	0.0	2.0			25.09%	1	1
ICA1	0.00099069	0.0049504	2.0			36.19%	1	1
RPRD1A	0.2218	0.25115	2.0			14.56%	0	1
FAM211A	0.69582	0.73218	2.0				1	1
COL6A2	6.5112e-08	0.0021338	2.0			55.42%	1	1
PISD	0.2217	0.84025	2.0			34.07%	1	1
SGMS2	0.056938	0.037128	2.0			45.76%	1	1
RTCB	0.0052059	0.058729	2.0			10.12%	0	1
ASB9	0.69649	0.88724	2.0			76.06%	1	1
KDSR	0.11662	0.472	2.0			43.24%	1	1
HOXB5	0.69589	0.48144	2.0			2.7%	0	1
B4GALNT4	2.2451e-06	0.81693	2.0			81.67%	2	1
C2orf42	0.005143	0.13438	2.0			28.59%	1	1
SNX17	0.0022034	0.68618	2.0			11.85%	0	1
NDRG4	0.011627	0.019809	2.0			37.02%	1	1
FAM105B	0.2201	0.96968	2.0				1	1
PTGER3	0.37217	0.78764	2.0			47.22%	1	1
SLC30A4	0.11544	0.95066	2.0			35.22%	1	1
ZBTB22	0.21918	0.2351	2.0			65.83%	1	1
NOP14	2.1363e-06	0.017449	2.0			76.1%	1	1
NOTUM	0.0021564	0.0008604	2.0			47.08%	1	1
HHEX	0.54289	0.21627	2.0			7.77%	0	1
STK24	0.011293	0.798	2.0			43.29%	1	1
NDRG1	0.011324	0.053823	2.0	30.0	Not yet evaluated	26.62%	2	1
ABL2	3.6365e-07	0.0097026	2.0			24.57%	1	1
CKB	0.2189	0.85085	2.0			42.26%	1	1
TECTA	2.9863e-16	1.065e-12	2.0	30.0	0	11.78%	0	1
CTCFL	0.00039547	0.78303	2.0			87.7%	2	1
TRIM23	0.0003937	0.066967	2.0			19.45%	0	1
BUB1B	6.998e-10	0.0026316	2.0	30.0	0	14.21%	0	1
NFKBIL1	0.025515	0.81665	2.0			38.66%	1	1
ZFY	0.69359	0.25546	2.0			59.24%	1	1
CNOT8	0.21741	0.67513	2.0			11.93%	0	1
FOXK2	0.025464	0.91875	3.0			51.26%	1	1
IL18RAP	0.0021796	0.36651	3.0			85.16%	2	1
TFRC	6.9902e-05	0.78032	3.0			8.47%	0	1
ARMCX2	0.69249	0.73048	3.0			72.22%	1	1
PIEZO1	3.9379e-21	0.53597	3.0			68.39%	1	1
CHIC2	0.54245	0.34412	3.0			10.57%	0	1
EEPD1	0.054875	0.0026572	3.0			51.25%	1	1
NECAB1	0.025009	0.37781	3.0			7.98%	0	1
WNT9B	0.54137	0.051617	3.0			34.84%	1	1
NUB1	0.00039037	1.1491e-05	3.0			55.36%	1	1
RPAP3	6.9941e-05	0.14031	3.0			19.41%	0	1
D2HGDH	0.054343	0.00075202	3.0	30.0	Not yet evaluated	73.35%	2	1
MBOAT7	0.113	0.04632	3.0			58.86%	1	1
NCAPD2	1.0776e-12	5.9258e-08	3.0			35.32%	1	1
WRNIP1	0.024592	0.63733	3.0			36.94%	1	1
MCAM	0.00015954	0.054753	3.0			61.78%	1	1
CRHBP	0.21476	0.98959	3.0			59.85%	1	1
NAPB	0.11216	0.98911	3.0			26.98%	1	1
FASTK	0.0047199	0.030531	3.0			38.45%	1	1
GPS2	0.053179	0.59014	3.0			43.24%	1	1
CDCA7	0.010816	0.14195	3.0			29.73%	1	1
CDK2AP2	0.78801	0.25647	3.0			42.47%	1	1
AGGF1	2.7334e-05	6.0996e-05	3.0			53.25%	1	1
ISLR2	0.11102	0.0	3.0			67.19%	1	1
CIITA	1.3618e-07	5.5434e-05	3.0			69.47%	1	1
ATP13A2	8.9582e-09	0.001205	3.0	30.0	Not yet evaluated	35.38%	2	1
BSDC1	0.02408	0.48235	3.0			37.66%	1	1
YKT6	0.36157	0.8529	3.0			39.83%	1	1
ELF1	0.01065	0.54778	3.0			34.11%	1	1
SLC25A25	0.023986	0.9733	3.0			30.61%	1	1
FAM102A	0.10983	0.43035	3.0			43.1%	1	1
MINOS1	0.78732	0.34888	3.0			18.61%	0	1
SLC22A17	0.010603	0.77229	3.0			37.36%	1	1
CDH12	0.00036444	0.0014512	3.0			12.98%	0	1
DDR1	4.6331e-06	0.026478	3.0			32.07%	1	1
SEC24A	8.7713e-09	1.3121e-05	3.0			28.45%	1	1
SEC24D	1.3348e-07	0.0020942	3.0			50.16%	1	1
PTPRN	7.9561e-07	0.021748	3.0			39.02%	1	1
ULK3	0.0020258	0.016927	3.0			38.83%	1	1
KLHL28	0.023745	0.18887	3.0			15.3%	0	1
TSEN34	0.3613	0.39648	3.0			73.56%	1	1
COL4A2	3.5842e-15	2.1093e-06	3.0			64.22%	1	1
MCM2	2.6301e-05	0.50904	3.0			16.41%	0	1
PIWIL4	1.8323e-06	7.4129e-06	3.0			72.95%	1	1
FHDC1	6.336e-05	0.024454	3.0			77.88%	1	1
USF1	0.023545	0.38128	3.0			4.99%	0	1
TMEM170B	0.78657	0.67423	3.0			36.33%	1	1
PDE7A	0.0045645	0.19206	3.0			17.08%	0	1
NKX2-1	0.35874	0.081926	3.0			1.5%	0	1
CABIN1	3.2844e-17	8.5437e-08	3.0			34.11%	1	1
SH2D3C	0.00035085	0.00094119	3.0			37.07%	1	1
SP140	4.9994e-08	1.9969e-08	3.0			93.31%	2	1
DDX60	5.2091e-16	3.6747e-10	3.0			82.02%	2	1
SIAH2	0.68669	0.36018	3.0			27.57%	1	1
ENPP1	4.9944e-08	2.3099e-05	3.0	30.0	0	20.17%	2	1
NDST3	1.0699e-05	0.020117	3.0			28.04%	1	1
FSTL3	0.68658	0.41883	3.0			62.68%	1	1
RPS16	0.68713	0.28186	3.0			22.99%	1	1
UNC13B	3.153e-17	6.6036e-05	3.0			12.52%	0	1
ACAP3	4.4135e-06	0.039431	3.0			73.34%	1	1
DNAJB5	0.20629	0.49127	3.0			26.04%	1	1
SYN3	0.0018871	0.57781	3.0			25.03%	1	1
KCNC3	0.20575	0.85094	3.0			75%	1	1
SEZ6	1.7486e-06	1.3934e-05	3.0			34.54%	1	1
MTTP	1.04e-05	0.012583	3.0	30.0	0	40.96%	2	1
TMX3	0.0044014	0.19132	3.0			45.87%	1	1
URB1	1.2231e-17	0.0	3.0			77.4%	1	1
FLRT1	0.35651	0.54632	3.0			41.3%	1	1
GALNT1	0.0019091	0.74297	3.0			11.42%	0	1
DDX43	2.4641e-05	6.8202e-05	3.0			79.28%	1	1
RALGAPA2	3.0325e-17	8.4878e-06	3.0			22.17%	1	1
PLA2G4A	5.9817e-05	0.0011	3.0			12.82%	0	1
DNAJC8	0.050961	0.58201	3.0			18.29%	0	1
JUP	0.00080103	0.037535	3.0			5.24%	0	1
MLH3	4.9023e-08	0.000425	3.0			40.57%	1	1
ADCK5	0.0043693	0.90828	3.0			81.05%	2	1
MBTPS1	7.5901e-09	0.13175	3.0			31.93%	1	1
ULK2	1.877e-08	1.3004e-05	3.0			34.7%	1	1
GTF3C3	6.9686e-07	5.3581e-06	3.0			30.03%	1	1
GALNT16	0.00013872	0.016828	3.0			25.09%	1	1
TRMT5	0.049774	0.96527	3.0			76.45%	1	1
C7orf25	0.35388	0.35237	3.0			40.26%	1	1
MYBPC3	8.0087e-11	1.3505e-06	3.0	3.0	0	41.39%	0	1
TMEM9B	0.53075	0.91117	3.0			22.68%	1	1
RAB4A	0.2026	0.081108	3.0			32.66%	1	1
CDX2	0.52887	0.55315	3.0			5.35%	0	1
NSFL1C	0.049492	0.15936	3.0			32.36%	1	1
ARR3	0.10401	0.13724	3.0			57.08%	1	1
CLP1	0.20272	0.9376	3.0			16.7%	0	1
CPEB2	0.00013675	0.99272	3.0			21.67%	1	1
RBBP8NL	0.0098478	0.0074885	3.0			89.27%	2	1
USP9Y	5.7399e-05	0.1407	3.0			69.25%	1	1
VAPA	0.35325	0.1238	3.0			20.21%	1	1
FNDC1	4.7841e-12	3.0746e-07	3.0			75.28%	1	1
SLC19A3	0.1039	0.0016311	3.0			66.9%	1	1
TBC1D10A	0.0042922	0.9755	3.0			47.85%	1	1
TMEM180	0.049526	0.00017866	3.0			38.41%	1	1
ZNF330	0.049087	0.83832	3.0			23.83%	1	1
EGR1	0.3509	0.67434	3.0			1.97%	0	1
EXOC2	2.8675e-09	0.00011497	3.0			34.26%	1	1
C14orf166	0.20165	0.66629	3.0			6.35%	0	1
CRY2	0.00031808	0.99328	3.0			14.62%	0	1
PEX5	5.5557e-05	0.40117	3.0			45.13%	1	1
DNAJA3	0.0098017	0.38568	3.0			35.3%	1	1
HBP1	0.0042407	0.7703	3.0			10.96%	0	1
FIZ1	0.52618	0.45071	3.0			77.27%	1	1
ZC3HAV1	2.3159e-05	0.021873	3.0			92.37%	2	1
ESAM	0.20185	0.19198	3.0			63.39%	1	1
SNX12	0.78413	0.69549	3.0			21.23%	1	1
SOWAHA	0.68222	0.0	3.0			76.29%	1	1
ABLIM3	1.0625e-07	0.016025	3.0			21.09%	1	1
SETDB2	2.3171e-05	0.04373	3.0			51.46%	1	1
RPS24	0.68141	0.85284	3.0	3.0	0	22.8%	0	1
C11orf73	0.52459	0.76999	3.0			8.15%	0	1
NAB1	0.021949	0.84851	3.0			30.76%	1	1
TRA2A	0.0095214	0.21237	3.0			18.37%	0	1
ORMDL3	0.78329	0.72182	3.0			15.54%	0	1
FOXM1	0.0007414	0.80259	3.0			3.16%	0	1
ADRB2	0.52545	0.47649	3.0			6.71%	0	1
LETMD1	0.048505	0.79386	3.0			51.09%	1	1
SH3BP5	0.04833	0.0090233	3.0			39.03%	1	1
TACC1	5.4901e-05	0.015121	3.0			57.41%	1	1
WBP2	0.34916	0.089618	3.0			48.97%	1	1
COG2	9.3658e-06	0.00016756	3.0			45.85%	1	1
PHLDB2	1.6748e-08	0.011216	3.0			31.67%	1	1
HSD17B6	0.34807	0.38199	3.0			13.11%	0	1
TRIM25	0.0041202	0.13529	3.0			78.53%	1	1
COIL	0.009434	0.0156	3.0			73.6%	1	1
B4GALT2	0.19829	0.29542	3.0			25.73%	1	1
DCUN1D4	0.047486	0.16065	3.0			12.56%	0	1
SMOC1	0.0094673	0.006004	3.0	30.0	0	20.73%	2	1
EIF3H	0.047483	0.46505	3.0			12.84%	0	1
ONECUT1	0.52333	0.20913	3.0			3.57%	0	1
FLAD1	0.0093637	0.091794	3.0			45.9%	1	1
SLC8A3	0.00073391	0.62108	3.0			14.66%	0	1
GPM6B	0.34626	0.49405	3.0			22.76%	1	1
C19orf26	0.34663	0.0037234	3.0			72.02%	1	1
PGRMC2	0.6801	0.40343	3.0			17.46%	0	1
GPR26	0.52096	0.62734	3.0			53.66%	1	1
MED19	0.78193	0.68379	3.0			20.04%	1	1
EDNRB	0.0092419	0.019362	3.0	1.0	0	5.87%	0	1
EXOC6	2.435e-07	0.028161	3.0			7.76%	0	1
PTPLAD1	0.0092999	0.31756	3.0				1	1
LPAR3	0.67935	0.78636	3.0			24.25%	1	1
VWF	3.2187e-25	1.5241e-11	3.0			10.93%	0	1
TMEM245	3.6257e-06	0.00036224	3.0			30.3%	1	1
BCL6B	0.046898	0.15109	3.0			35.16%	1	1
FANCM	2.3536e-15	6.2449e-12	3.0			44.79%	1	1
METAP2	0.0039908	0.90638	3.0			3.37%	0	1
STXBP3	5.1597e-05	7.3966e-06	3.0			13.45%	0	1
NUMB	0.0039959	0.024399	3.0			3.89%	0	1
LBX1	0.67886	0.80582	3.0	0.0	0	1.88%	0	1
C1orf94	0.0093207	0.0043723	3.0			61.22%	1	1
CDH13	0.0007058	0.21759	3.0			2.14%	0	1
SPSB1	0.51982	0.7096	3.0			28.43%	1	1
FAM192A	0.19472	0.9441	3.0			24.57%	1	1
ZFYVE21	0.3425	0.71344	3.0			73.55%	1	1
HPCA	0.6783	0.43385	3.0			18.47%	0	1
RIPK4	0.0039646	0.0012066	3.0	30.0	0	43.77%	2	1
RBP4	0.51951	0.57862	3.0			32.94%	1	1
CLSTN2	3.5246e-06	4.5393e-05	3.0			14.88%	0	1
ADAM12	5.7284e-07	0.34161	3.0			56.23%	1	1
HLA-DRA	0.51949	0.70016	3.0			65.1%	1	1
SORBS1	1.534e-12	2.1438e-08	3.0			13.33%	0	1
TNNC1	0.67833	0.51049	3.0			23.24%	1	1
PDCD11	3.2929e-16	0.46845	3.0			52.41%	1	1
ITGA2	6.2805e-11	9.2309e-09	3.0			27.44%	1	1
SP5	0.51846	0.43272	3.0			39.95%	1	1
IRF5	0.0090365	0.28848	3.0			27.71%	1	1
RP11-407N17.3	5.5603e-07	0.006136	3.0				1	1
COL7A1	2.4411e-40	2.1061e-18	3.0			45.68%	1	1
ASCL1	0.67692	0.36474	3.0			3.46%	0	1
SIX6	0.51776	0.75775	3.0	0.0	0	5.88%	0	1
PIK3CG	1.4076e-06	0.56396	3.0			1.08%	0	1
NGFR	0.097889	0.23822	3.0			2.71%	0	1
LMO4	0.67667	0.81603	3.0			2.3%	0	1
DPF3	0.020501	0.82848	3.0			8.26%	0	1
NAA60	0.51694	0.90888	3.0			30.98%	1	1
SPNS1	0.020414	0.25845	3.0			58.11%	1	1
RSPH10B2	0.020458	0.0	3.0			88.26%	2	1
ARHGAP12	5.513e-07	0.0023178	3.0			28.76%	1	1
C1S	0.00067654	0.86341	3.0			48.9%	1	1
SH3BP5L	0.04569	0.141	3.0			65.16%	1	1
DES	0.0088282	0.0030824	3.0			0.99%	0	1
NUSAP1	0.045674	0.0051025	3.0			58.84%	1	1
BDP1	1.3294e-21	4.371e-11	3.0			73.91%	1	1
DISP1	8.8581e-08	4.2334e-06	3.0	0.0	0	49.82%	1	1
VANGL1	0.020285	0.53362	3.0			27.37%	1	1
CD72	0.020272	0.95661	3.0			88.17%	2	1
RAB33B	0.67523	0.90206	3.0			37.53%	1	1
UBASH3B	4.7054e-05	0.98851	3.0			27.18%	1	1
VWA5B2	5.2466e-07	0.35462	3.0			61.38%	1	1
FAM175B	0.020167	0.086852	3.0			37.08%	1	1
TIMM44	0.0015924	0.8182	3.0			41.07%	1	1
ANKRD46	0.51507	0.91872	3.0			26.67%	1	1
NDN	0.67495	0.47036	3.0	0.0	0	32.94%	1	1
RANBP6	0.00011385	0.041743	3.0			36.47%	1	1
ZBTB42	0.33802	0.0	3.0			83.57%	2	1
TNFRSF11A	0.0087667	0.87992	3.0			27.52%	1	1
ROBO1	7.2696e-16	3.0403e-08	3.0	0.0	0	3.33%	0	1
P2RY1	0.51522	0.58173	3.0			32.3%	1	1
KIFC1	0.00065654	0.015578	3.0			56.3%	1	1
PDE12	0.044374	0.023572	3.0			41.74%	1	1
TNFRSF25	0.0086475	0.44874	3.0			71.65%	1	1
ZFP36L1	0.67406	0.5067	3.0			45.12%	1	1
TMEM110	0.18873	0.90135	3.0			43.55%	1	1
CDC45	4.6237e-05	0.069104	3.0			8.4%	0	1
ARHGEF33	7.7621e-06	0.0	3.0			26.27%	1	1
CIRBP	0.33636	0.62259	3.0			70.62%	1	1
SRPK1	1.91e-05	0.00039481	3.0			9.13%	0	1
NXF3	0.0085216	0.0085378	3.0			90.85%	2	1
ARFGAP1	0.0015429	0.016682	3.0			66.43%	1	1
ATP8A2	1.2026e-12	0.41808	3.0	1.0	0	24.95%	0	1
UBLCP1	0.094508	0.11813	3.0			8.94%	0	1
HOXC6	0.51165	0.90769	3.0			1.86%	0	1
CLTB	0.33443	0.11549	3.0			53.51%	1	1
TICRR	7.2142e-14	9.1526e-12	3.0			75.94%	1	1
HIF3A	0.0015428	0.21811	3.0			62.51%	1	1
CD97	3.0761e-06	0.45771	3.0				1	1
C20orf194	1.1351e-12	0.0060047	3.0			34.71%	1	1
CRX	0.51043	0.62371	3.0			56.39%	1	1
PGAP1	3.1628e-08	0.0087859	3.0			32.33%	1	1
CDYL2	0.019293	0.62496	3.0			33.82%	1	1
PRDM14	0.019397	0.96878	3.0			77.26%	1	1
AREL1	4.9149e-07	0.011802	3.0			18.38%	0	1
SPIN3	0.77837	0.67477	3.0			80.55%	2	1
COMMD3-BMI1	0.0014998	0.022599	3.0			8.14%	0	1
LHFP	0.67057	0.46379	3.0			26.93%	1	1
TBC1D23	1.782e-05	0.00011151	3.0			12.08%	0	1
BUB1	4.8813e-09	4.4965e-06	3.0			24.21%	1	1
CDK5R2	0.67068	0.0	3.0			40.19%	1	1
EFEMP2	0.0081938	0.028388	3.0			31.69%	1	1
ALDOC	0.092245	0.79072	3.0			12.4%	0	1
PCED1A	0.092448	0.016027	3.0			64.04%	1	1
ENTPD1	0.0080716	0.51939	3.0			74.33%	1	1
MYPOP	0.66892	0.81039	3.0			68.97%	1	1
EHD3	0.042234	0.088534	3.0			32.13%	1	1
GDPD5	0.00025041	0.069985	3.0			41.7%	1	1
TBC1D12	1.715e-05	0.0026437	3.0			51.35%	1	1
CNR1	0.50652	0.15507	3.0			1.59%	0	1
NOLC1	0.00010396	0.24682	3.0			31.38%	1	1
FZD1	0.042428	0.34449	3.0			7.75%	0	1
BRF1	0.00010409	0.63463	3.0			72.34%	1	1
CTTNBP2	1.7221e-11	2.5992e-06	3.0			26.94%	1	1
CEP192	1.2396999999999998e-22	7.4387e-10	3.0			69.03%	1	1
FAM3A	0.66899	0.84465	3.0			49.8%	1	1
C7orf63	7.3323e-08	0.00013408	3.0				1	1
SLC6A15	0.00060384	0.0022626	3.0			19.12%	0	1
DOK4	0.091531	0.1976	3.0			21.81%	1	1
ZFYVE26	4.6948e-23	1.0384e-11	3.0	30.0	Not yet evaluated	42.96%	2	1
C20orf24	0.66964	0.85675	3.0			16.95%	0	1
MON1B	0.018676	0.22974	3.0			68.61%	1	1
DACT3	0.50555	0.0	3.0			77.62%	1	1
NELFB	0.0033903	0.74885	3.0			33.89%	1	1
ZNF35	0.042004	0.079291	3.0			83.26%	2	1
LSS	1.813e-07	0.00060484	3.0	0.0	0	24.39%	1	1
WNT1	0.3263	0.10188	3.0			1.94%	0	1
RPRD1B	0.041768	0.59521	3.0			19.07%	0	1
TADA1	0.090708	0.35886	3.0			43.82%	1	1
TNXB	0.018547	0.77415	3.0			60.32%	1	1
ZNF143	0.00024403	0.021967	3.0			17.26%	0	1
ADAMTS3	1.0278e-10	1.7895e-06	3.0			23.14%	1	1
MAEL	0.0014038	0.021255	3.0			37.16%	1	1
RSPO3	0.089252	0.043976	3.0			10.75%	0	1
RHOBTB1	0.00024175	0.0018382	3.0			21.82%	1	1
VASH1	0.32566	0.73061	3.0			53.81%	1	1
FGFR3	1.6432e-05	0.0029091	3.0	0.0	0	6.4%	0	1
